,AWSSentiment,AWSMixed,AWSNegative,AWSNeutral,AWSPositive,GCPmagnitude,GCPscore,IBMlabel,IBMscore,id,Azurescore,realSentiment,text
198,NEUTRAL,0.02116074599325657,0.15352733433246613,0.8184608817100525,0.006851003505289555,1.899999976158142,-0.10000000149011612,negative,-0.620107,198,0.5,neutral," Sure. I can take that Eric. So, with respect to the price changes, in the U.S., the new pricing goes into effect for new members, existing members will be phased in over the next several months. So, youâ€™ll see that impact over the course of the year and what that means is that will obviously impact the rate of net addition growth in the first half of the year. But commensurately, you also see ASP domestically improve over the course of the year and thatâ€™s what we think will drive an acceleration in revenue growth over the course of 2019. And thatâ€™s what also we believe drive operating margin higher sequentially over the course of the year to enable us to hit that 13% target for the full year."
199,NEUTRAL,0.0015014872187748551,0.001529025030322373,0.9000353813171387,0.09693410992622375,1.0,0.20000000298023224,positive,0.341889,199,0.5,positive,"And Iâ€™ve already been struck by first just the level of integration and collaboration across this company, all aspects of the company, combined with speed of decision-making and moving forward has been really unique to see. So, also Iâ€™ve been really impressed with just the team, the quality of the team, not just my direct team, but across the board again, and their passion and commitment to continue to innovate and improve, improving the content offering, elevating the level of the â€“ and quality of service we deliver to our members and not just our existing members, but our new members and really driving that positive flywheel for our members and ultimately for our business."
200,NEUTRAL,0.000830724136903882,0.007142025977373123,0.9832084774971008,0.008818762376904488,0.4000000059604645,0.0,positive,0.773762,200,0.5,neutral," Maybe one followup that that came through from investors just thinking through the price increases, it was reported in â€“ or speculated in the press over the last couple of days was how it might inform forward subscriber guidance, it looks like youâ€™re talking about U.S. paid net additions at a pretty similar level in Q1 versus Q4 and yet you are putting a price increase in place. The last time you did that, there was a fair bit of conservatism in the forward guide. How should we reconcile maybe the framework for guidance versus the price increase going into the marketplace? How should investors interpret that?"
201,NEUTRAL,0.0010970630683004856,0.008258420042693615,0.9756374359130859,0.015007006004452705,0.0,0.0,positive,0.559325,201,0.5,positive," Sure, Eric. I would say thereâ€™s no change in terms of the guidance philosophy. And as we write every quarter, our approach is to strive for accuracy and our guidance forecast. And to do that, we take into account all the known variables that weâ€™re aware of when we set guidance. So, really it is our best guess and weâ€™re not by design trying to be overly conservative or overly aggressive, and weâ€™re really trying to be accurate with it. So thatâ€™s the color I provide you with respect to that question."
202,NEUTRAL,0.007559139747172594,0.07262378931045532,0.9133028388023376,0.006514282431453466,0.4000000059604645,0.10000000149011612,positive,0.38114,202,0.5,positive,"Everything we do at Google is united by the mission of making information accessible and useful for everyone. Providing accurate and trusted information at the scale the internet has reached is an extremely complex challenge. And one that is constantly getting harder. But weâ€™ve 20 years of experience in these information challenges, and it's what we strive to do better than anyone else."
203,NEUTRAL,0.007631116546690464,0.14659374952316284,0.8349434733390808,0.010831620544195175,0.4000000059604645,0.0,positive,0.770764,203,0.5,neutral," Great. 2018, which we talked about in the last interview and it has been a topic through the year was the year you framed as a company of testing and learning on the marketing front, possibly pivoting away from fewer subscriber acquisition, pivoting more towards spending money on the marketing side against your brand, individual pieces of content. What did you, as a company, learned this year as you went through that process about the way to allocate marketing dollars on a global scale to arrive at the most optimum outcome of subscriber additions, promoting brand, promoting content, driving engagement, and how should we apply those lessons as we think out to the way marketing might be a sort of trajectory through 2019 and beyond?"
204,NEUTRAL,0.014813985675573349,0.403887540102005,0.46929317712783813,0.11200534552335739,0.0,0.0,neutral,0.0,204,0.8793010711669922,positive," Almost all of our investments are promoting these incredible new titles we have like Bird Box. So thatâ€™s our primary focus, at least on the paid marketing side. On the earned media side, itâ€™s broad. And then we have some straight acquisition targeted marketing that we also spend, but the bulk of it is around promoting the incredible new titles and getting them broadly launched."
205,NEUTRAL,0.010104040615260601,0.0060311551205813885,0.747283935546875,0.23658089339733124,0.5,0.20000000298023224,positive,0.819907,205,0.800786018371582,positive," Great. And Greg maybe following up with you when not just when you think about marketing dollars, but also when you think about distributing the product broadly, I think this was a year 2018, where you struck a lot of partnerships to help on the distribution front, love to start with Greg, but love to have anyone chime in that feels they should on what some of those partnerships brought to the platform in 2018. How you think some of those partnerships are set up to aid platform awareness and distribution in 2019 and beyond, and how you think about the scalability for more of those partnerships when you look out over the next couple of years?"
206,NEUTRAL,0.0064980085007846355,0.038076531141996384,0.8697735071182251,0.0856519564986229,0.0,0.0,neutral,0.0,206,0.7872320413589478,neutral," Sure. And I think some has been here for a decade plus. itâ€™s sort of pulling that long thread of increasingly using partners in different ways to promote the service and to make it easier for members and members to be to sign up. So, weâ€™ve been doing partners for a long, long time. Itâ€™s sort of been this March from integration on devices and just makes that a point to engage with the service to doing things like billing, on behalf of or we do billing integration. And now the latest sort of iteration that weâ€™re working with is, is bundling model, right. And so weâ€™re early on in that process, but I would say weâ€™re quite excited by the results that weâ€™re seeing. And I think mostly, itâ€™s because we believe it allows us to access a segment of consumers, who are big entertainment fans, but maybe, theyâ€™re not as sort of technology forward or early adopters."
207,NEUTRAL,0.003097993554547429,0.034204475581645966,0.9455509185791016,0.01714666560292244,0.10000000149011612,0.0,neutral,0.0,207,0.5,positive," And so, they havenâ€™t signed up with us directly. And so by putting Netflix on a set-top box, which are using to access a bunch of other video content and by including the Netflix subscription in a package of either their mobile subscription or pay-TV subscription, we can make it just super, super simple for those folks to get to know Netflix and to enjoy the kind of big shows that weâ€™re seeing like Bird Box, et cetera."
208,NEUTRAL,0.035779453814029694,0.09623429924249649,0.7432247400283813,0.12476149946451187,1.7000000476837158,0.30000001192092896,positive,0.774935,208,0.5,positive," So, I would anticipate weâ€™ll do more of those. We rolled out sky and free in Europe this quarter and weâ€™ve got more to come. but also worth noting that, weâ€™re going to grow that segment of the business, but itâ€™s small in terms of acquisition impact. Itâ€™s nice supplemental channel, but itâ€™s smaller relative to the total organic subscriber acquisition that we have."
209,POSITIVE,0.01673971116542816,0.0018699115607887506,0.41862228512763977,0.5627681016921997,2.299999952316284,0.20000000298023224,positive,0.878962,209,0.5,neutral,"So, I would anticipate weâ€™ll do more of those. We rolled out sky and free in Europe this quarter and weâ€™ve got more to come. but also worth noting that, weâ€™re going to grow that segment of the business, but itâ€™s small in terms of acquisition impact. Itâ€™s nice supplemental channel, but itâ€™s smaller relative to the total organic subscriber acquisition that we have."
210,POSITIVE,0.014699609950184822,0.0016828555380925536,0.15381793677806854,0.8297996520996094,4.699999809265137,0.6000000238418579,positive,0.893483,210,0.9488990306854248,positive,"I could add back to your last question, Eric. Those distribution partners turned out to be great promoters of our content brands as well"
211,NEUTRAL,0.0047754100523889065,0.05946008488535881,0.918408989906311,0.017355505377054214,0.0,0.0,neutral,0.0,211,0.5,positive,"So, itâ€™s really been great. Iâ€™ve got a lot to learn. I want to thank everyone, all of the folks around the company for being patient and helping me with my onboarding. And really one just a quick special shout out to David Wells. He has been unbelievably gracious with his time, with his insights. And Iâ€™m sure heâ€™ll always be at Netflix, but I hope for a long time to come, heâ€™ll be a friend, a colleague and a resource for me."
212,NEUTRAL,0.08424103260040283,0.41695812344551086,0.4430136978626251,0.055787038058042526,2.200000047683716,0.0,positive,0.440242,212,0.9590228199958801,neutral,"And maybe, one followup, when you do those partnerships, has there been one avenue thatâ€™s moved its needle more than another, whether itâ€™s in the home broadband space, partnering with infrastructure companies or on the multiple telephony front in promoting mobile usage and mobile engagement on the platform? Or have youâ€™ve seen roughly similar results irrespective of the type of partner?"
213,POSITIVE,0.031101033091545105,0.00641061645001173,0.31144073605537415,0.6510476469993591,6.599999904632568,0.4000000059604645,positive,0.830761,213,0.9293678998947144,positive,"As we do this, we feel a deep sense of responsibility to do the right thing and are continuing to build privacy and security into the core of our products, keeping uses data safe and secure with the industry's best security systems and giving people better and clearer controls. You will see us continue to do a lot more here in 2019."
214,NEUTRAL,0.025171345099806786,0.06968642771244049,0.8436657190322876,0.06147649139165878,0.6000000238418579,0.10000000149011612,positive,0.683148,214,0.5,negative,"I would say every market is different and every partner is different in terms of their goals and what theyâ€™re â€“ the message that theyâ€™re communicating to their subscribers and how we can link that message with the Netflix message as well. but so nothing stands out thematically or sort of a general trend that I would say, but each one is incremental and so we look to do more of all kinds"
215,POSITIVE,0.0011906997533515096,0.0004933452000841498,0.07073821872472763,0.9275776743888855,1.2000000476837158,0.20000000298023224,positive,0.758612,215,0.9407340884208679,neutral,"Maybe going back to the shareholder letter, one phrase in the shareholder letter that Ted, I wanted to ask you about, the phrase less focused on second run programming. I think one of the big investor debates and questions around Netflix becomes what happens to licensed content that may come off the platform in 2019 and beyond. How you plan for that content coming off the platform? What it means for investments? What it means for engagement? Maybe reflect upon that statement in the shareholder letter and how it informs maybe the mix shift or the planning process for content as you look out to 2019 and beyond"
216,NEUTRAL,0.1507522612810135,0.03850259259343147,0.4504823386669159,0.3602627217769623,4.099999904632568,0.20000000298023224,positive,0.672924,216,0.757622480392456,positive,"Well, most of those licensing deals are multiyear. So, it gets â€“ that gets caught up in our long-term content commitments. Thatâ€™s all part of those that content. remember our early investment in doing original content more than six years ago was betting that this would be, there would come a day when the studios and networks may opt not to license us content in favor of maybe creating their own services, which was â€“ thatâ€™s a corner that Iâ€™m glad we saw around a few years ago"
217,NEUTRAL,0.052561163902282715,0.19011881947517395,0.6459724307060242,0.11134759336709976,3.200000047683716,0.0,positive,0.566248,217,0.5,positive,"And today, Iâ€™d say the vast majority of the content that is watched on Netflix are our original content brands. We do license a lot of second run content and in that we have a lot of episodes. So we have shows like Greyâ€™s Anatomy or Friends, we have hundreds of episodes. Itâ€™s a lot of hours of watching, but that if you stack all those, all of that viewing, sort of like a top 50 or top 25 most watched shows by seasons or by series, thatâ€™s dominated primarily by our original content brands. We are still a buyer in that second run market. We both are pre-buyer, been buying it before the shows come out and sometimes an aftermarket buyer, but it really is up to the sellers whether or not they want to continue to sell"
218,NEUTRAL,0.0013977010967209935,0.014456931501626968,0.9739180207252502,0.010227292776107788,0.0,0.0,neutral,0.0,218,0.5,positive,"And adding to Tedâ€™s comments, the top brands that we have, being originals like Bird Box are phenomenal and an unscripted now, itâ€™s our first category, where a majority of the viewing is a branded original, in the other categories weâ€™re climbing, not yet at a majority, but on track for it"
219,NEUTRAL,0.028743218630552292,0.08164581656455994,0.8682515621185303,0.021359462291002274,1.600000023841858,0.0,positive,0.293493,219,0.5,positive,"And two years ago, we didnâ€™t have any original unscripted content at all. So thatâ€™s how fast that that those moves can take place"
220,NEUTRAL,0.010647469200193882,0.0011732507264241576,0.5904574990272522,0.3977217674255371,2.700000047683716,0.30000001192092896,positive,0.819971,220,0.8382269144058228,positive,"And Eric, weâ€™ve also said weâ€™re not overly dependent on any one single piece of content as well. So, the viewing is quite diverse and as"
221,NEUTRAL,0.10019969195127487,0.021622799336910248,0.5141682624816895,0.3640092611312866,1.7000000476837158,0.0,positive,0.756149,221,0.8754299879074097,neutral,"Next, through our originals as well"
222,NEUTRAL,0.035365182906389236,0.03806986287236214,0.6179866194725037,0.30857834219932556,1.0,0.0,positive,0.61404,222,0.5,positive,"Thatâ€™s right. And as Ted mentioned, all of these licensed deals are staggered in sort of waterfall in over a period of time. So, thereâ€™s no sort of cliff there"
223,POSITIVE,0.04699219763278961,0.01200941950082779,0.15077833831310272,0.7902201414108276,4.0,0.30000001192092896,positive,0.701087,223,0.5,positive,"Great. Maybe since we are at the end of one year and the beginning of another, Iâ€™d love to turn to Reed and maybe, Reed, ask you to set the table. What were the big learnings of 2018? What were the things that that you felt the company really attacked in the marketplace in 2018? And as you look out to 2019 and beyond, what are those big opportunities? What are those big challenges? What are you trying to focus the entire management team around in terms of executing against the plan looking forward for Netflix?"
224,NEUTRAL,0.003301329677924514,0.06284118443727493,0.9270714521408081,0.006786051206290722,0.0,0.0,neutral,0.0,224,0.5,positive,"Operating income was $8.2 billion, up 7% versus last year for an operating margin of 21%. Other income and expense was $1.9 billion, which includes $1.3 billion of unrealized gain related to a non-marketable debt security investment. We provide more detail on these line items within OI&E in our earnings press release."
225,NEUTRAL,0.023758379742503166,0.038789767771959305,0.7475647330284119,0.18988709151744843,1.0,0.0,positive,0.630814,225,0.8732504844665527,positive,"Today I will start by sharing some of the new ways that we are working towards our mission. Then I will give an update on our video and advertising platforms, followed by the latest on our hardware and cloud efforts. And I will close with a few thoughts on our investments around the world. First, advancing our mission of making information accessible and useful. The Google assistant is a great example of how we help people throughout the day and we demonstrated that at CES last month with lots of exciting new partners and features."
226,NEUTRAL,0.029682399705052376,0.027574913576245308,0.8255038261413574,0.1172388568520546,2.700000047683716,0.20000000298023224,positive,0.567839,226,0.5,neutral,"Maybe following up one more piece of the content side, one question that came into me as the moderator of this quarter in a couple of different ways was how to think about ownership of content versus co-production of content, what the right mix shift of that is medium-to-longer term, whatâ€™s some of the pros or cons are of the approach of either doing co-production versus outright ownership and how we should think about that developing over the next couple of years"
227,NEUTRAL,0.013312959112226963,0.036623526364564896,0.9324710965156555,0.01759239472448826,1.5,0.10000000149011612,positive,0.551244,227,0.5,neutral,"Well, the one thing is our main goal is to make the best content. And weâ€™ve said â€“ weâ€™ve said in previous quarters that that is a combination of several different business models depending on who owns the IP. So, what weâ€™re going to do is make the best show and not be stuck on the business model, because the consumer really doesnâ€™t understand that or we even want to spend any time thinking about it"
228,NEUTRAL,0.09915387630462646,0.02053135074675083,0.519694447517395,0.3606203496456146,2.4000000953674316,0.30000001192092896,positive,0.727793,228,0.9292459487915039,positive,"So by way of example, last year, we had 140 different shows around the world that premiered on A network somewhere and on Netflix everywhere else in the world. next year, itâ€™s more to closer to 180. And these are combination of co-producing with local producers in other countries; it shows that then air on a network in that country and then premier on Netflix. But when I say co-production, I mean, we come in at the script stage, we come in at the first money stage, weâ€™re involved creatively with the production of that show"
229,NEUTRAL,0.0025899303145706654,0.08201570808887482,0.9118503332138062,0.0035440954379737377,0.0,0.0,neutral,0.0,229,0.5,positive,"Bodyguard is a good example of that, that we produced with ITV that the BBC premiered in the UK and that at the same time. we released it on Netflix around the world, and we produced it together at the script stage. Weâ€™re involved in the production to that show and outside of the UK, it is a netflix original show and in the UK, we follow a broadcast window from the BBC. And again, weâ€™ve had a great success with the show around the world. One additional data point, we have over 23 million households have watched bodyguard in Netflix in the first four weeks and itâ€™s a good example of taking a show from anywhere in the world to the rest of the world. And we do other ones where we just are whereby territories. There use to be a tradition in television, where the network would make one show and then the â€“ they take it to MACE â€“ to the MACE screenings and try to sell market after market after market, thatâ€™s less and less the case while weâ€™re working with producers and networks now to pre-buy or co-produce for the rest of the world. A similar evolution to the old studio film business, where the studios used to carry the international rights until they sold them and then they more frequently now go out and do international co-productions"
230,NEUTRAL,0.12252950668334961,0.08322463929653168,0.6696456670761108,0.12460017949342728,2.5,0.10000000149011612,positive,0.407392,230,0.5,neutral,"Eric, I think we have time for one more question please"
231,NEUTRAL,0.022743841633200645,0.0276210755109787,0.8619957566261292,0.08763938397169113,2.200000047683716,0.10000000149011612,positive,0.548648,231,0.5,positive,"Sure. And maybe turning it back to Reed, I think one of the more interesting sections in the shareholder letter, Reed, was you talked about the competitive landscape, big question, big debate. We get a lot from investors. You talked about it a lot of ways all ships rising, but talk a little bit about the landscape. What do you see out there on the landscape to attract user retention, user engagement, monetization, attract content creators, and how you think that competitive landscape will evolve and how do you think about navigating it from not only just 2019, but for the longer-term, Reed"
232,NEUTRAL,0.005650217644870281,0.003761988366022706,0.8369730710983276,0.15361468493938446,0.30000001192092896,0.0,positive,0.980965,232,0.5,positive,"All ships rising as a little Pollyanna, optimistic, I think about it really is as winning time away, entertainment time from other activities. So, instead of doing Xbox or Fortnite or youTube or HBO or a long list, we want to win and provide a better experience. No advertising on demand. Incredible content. And so when you think of just the U.S. terms as an example. Thereâ€™s a billion hours of television content being consumed today, weâ€™re winning about 10% of it"
233,NEUTRAL,0.1018788069486618,0.0510895773768425,0.45177578926086426,0.3952558636665344,4.199999809265137,0.20000000298023224,positive,0.76776,233,0.9240517020225525,positive,"For 20 years, weâ€™ve been trying to please our members and itâ€™s really the same focus year-after-year. Weâ€™ve got all these ways to try to figure out, which shows work best, which product features work best, weâ€™re a learning organization and itâ€™s the same virtuous cycle, improve the service for our members. We grow. That gives us more money to invest. So, itâ€™s the same things weâ€™ve always been doing at just greater scale."
234,NEUTRAL,0.005226621869951487,0.08136539161205292,0.8970522880554199,0.016355624422430992,0.0,0.0,neutral,0.0,234,0.5,positive,"And so thatâ€™s why like Disney, they have great content, weâ€™re excited for their launch and maybe they grow over a couple of years to 50 million hours a day, but thatâ€™s out of the billion. And so we compete so broadly with all of these different providers that any one provider entering, only makes a difference on the margin. And so again, thatâ€™s why we donâ€™t get so focused on any one competitor and really think our best way is to win more time by having the best experiences, all the things we do. And thatâ€™s helped us a lot. Another thing thatâ€™s helped us a lot is having David Wells as our CFO for the last 10 years. Itâ€™s been an incredible joyous partnership. And so to wrap up this call, Iâ€™m going to turn it over to David Wells to come say goodbye"
235,NEUTRAL,0.012856433168053627,0.03254047408699989,0.9447988271713257,0.009804257191717625,1.600000023841858,0.0,positive,0.434743,235,0.2850460112094879,positive,"Surprise guest. So, Reed and the group was great to give me this sort of last word. Thank you. A giant thank you to our investors. Iâ€™ve been here nearly 15 years. Thatâ€™s 51 quarters including this one with 32 as the CFO, a 1000% plus growth in the value of the company and Iâ€™ve been a big part of that and Iâ€™m really thankful and respectful for that. And Iâ€™ve got just super high confidence in Spence. We spent a lot of time together. I think heâ€™s going be great for the next phase of Netflix growth so â€“ and just really thanks. Thanks to all the investors. Thank you"
236,NEUTRAL,0.09780347347259521,0.2121700495481491,0.608178436756134,0.08184804022312164,1.100000023841858,0.20000000298023224,positive,0.748638,236,0.5,positive,"From the Lenovo Smart Clock that wakes you up in the morning to real-time navigation that helps during your commute. To a build in interpreter that translates conversations across dozens of languages on Google home. And speaking of languages, over the past year the Google assistant expanded from eight languages and 14 countries to nearly 30 languages and 80 countries. In that time, the number of active users us quadruple. As we had more partners, devices and capabilities, the Google assistant will only get better and more helpful."
237,NEUTRAL,0.11336689442396164,0.23814749717712402,0.4424830675125122,0.20600253343582153,1.899999976158142,0.10000000149011612,positive,0.845906,237,0.7365220785140991,positive,"Fair enough. Obviously, I think almost every conversation each quarter starts with performance of the business. We saw strong subscribers in the quarter, strong comments about the way subscribers should continue to start the year in 2019. Throwing and open to the broader team maybe starting with Reed, but what did you see on the subscriber landscape as you look down to what â€“ the way the business performed in Q4, and what kind of confidence thatâ€™s giving you in the growth opportunities looking out to early 2019?"
238,NEUTRAL,0.0044143712148070335,0.08744902163743973,0.8986760377883911,0.009460541419684887,0.0,0.0,neutral,0.0,238,0.5,neutral,"Greetings and welcome to the Microsoft Fiscal Year 2018 Third Quarter Earnings Conference Call. As a reminder, this conference is being recorded. It is now my pleasure to introduce your host, Mike Spencer, General Manager of Investor Relations. Thank you. You may begin."
239,NEUTRAL,0.006006830837577581,0.000265545240836218,0.8817786574363708,0.1119488924741745,0.699999988079071,0.0,positive,0.81421,239,0.5,positive,"With that as a backdrop, I want to highlight key areas of innovation and growth across our customer solutions. Creating a modern workplace where people can do their best work requires the right culture and the right technology. Microsoft 365 helps every organization empower their employees with AI-backed tools that unlock creativity, increase teamwork and fuel innovation, all the while ensuring compliance and protecting data from new cyber threats."
240,POSITIVE,0.003101308597251773,0.00012082992907380685,0.14084887504577637,0.8559289574623108,1.7000000476837158,0.5,positive,0.792597,240,0.8655680418014526,positive,"Excellent. Thank you, guys, for taking the question and really nice quarter across the board. There's really not much to pick on in this quarter. One of the highlights from my perspective was definitely LinkedIn and what seems to be an acceleration in the revenue growth in LinkedIn. So a two-parter here. One, where are we in terms of that acquisition? Is this still just LinkedIn operating better as an independent company or are we starting to see some of the synergies, specifically revenue synergies, come to bear from maybe broader distribution channel that they get from Microsoft or product integration? So have synergies started to kick in, number one?And number two, given where we are in terms of the M&A process on LinkedIn, what's the appetite for further like large M&A for Microsoft on a going-forward basis?"
241,POSITIVE,0.022843098267912865,0.0024492484517395496,0.41665083169937134,0.5580568313598633,1.7999999523162842,0.30000001192092896,positive,0.611614,241,0.5,positive,"Thanks, Keith, for the question. Let me start and then, Amy, you can add to this. First of all, it is very important for us to ensure that we did everything to enable LinkedIn to keep their product and cultural ethos of putting members first and innovating on their behalf. I mean, that was sort of our priority one, two and three. And that's what you see in their sessions growth, engagement growth, their quality member growth. And obviously that all translates into the revenue growth as well across all of the marketing solutions, talent solutions, and sales solutions."
242,NEUTRAL,0.0022365194745361805,0.014572552405297756,0.9795172214508057,0.0036736868787556887,0.10000000149011612,0.0,negative,-0.284142,242,0.8177348375320435,positive,"We also, during that one year, done integrations. You see it. I see it every day in my Outlook Mobile. I see it in Sales Navigator and Dynamics. And so, you will see us â€“ with Windows 10, so you'll see us continue to do these integrations that add value again to both the Microsoft 365 and Dynamics users, as well as LinkedIn members."
243,POSITIVE,0.024958817288279533,0.0002986979961860925,0.006012124475091696,0.9687303304672241,1.5,0.699999988079071,positive,0.995015,243,0.9838401079177856,positive,"And clearly that's increasing engagement as well and that obviously then translates into revenue growth of those business solutions we mentioned. So, yes, revenue synergies are showing up, but mostly because product synergies are showing up, and that's because of the product ethos of LinkedIn around member-first is what we have maintained throughout this integration."
244,NEUTRAL,0.0040161870419979095,0.005130046978592873,0.9642089009284973,0.02664484828710556,0.800000011920929,0.20000000298023224,positive,0.534726,244,0.5,positive,"And I would also add, Keith, the LinkedIn team has really done a tremendous job. So let me also say, after a year of working with them closely, my appreciation and, frankly, a lot of inspiration that I think you've seen in our own product development has been their focus on users and how important it is and how focused they are on it."
245,NEUTRAL,0.028819426894187927,0.018993932753801346,0.6063364148139954,0.3458501994609833,1.2999999523162842,0.4000000059604645,positive,0.861471,245,0.9803869724273682,positive,"In some of the products, I would urge people to look at the Outlook Mobile experience and how really meaningful the experience is for the user and the member. And I think sometimes it's harder for us to measure exactly what a revenue synergy means. But I think I look at this and say, at a 37% growth rate, plus some of the integrations we've seen and the growth in uses and users of things like Outlook Mobile, I believe that we're probably a little bit on the front end of the revenue synergies you'll see in product over time."
246,NEUTRAL,0.010222305543720722,0.012709789909422398,0.6174792647361755,0.3595885932445526,0.699999988079071,0.30000001192092896,positive,0.735132,246,0.8212140798568726,positive,"When it comes to our appetite for M&A, actually it has remained unchanged, which is when things meet our criteria and when we feel like it's in core areas for us, where markets are expanding, where the companies have a unique asset, I think that our ability to both execute on those and see them both execute on their own and execute inside Microsoft, I actually feel quite good that we don't worry about our ability to do them, but I wouldn't say that's new this quarter."
247,NEUTRAL,0.006655856501311064,0.02444087341427803,0.843644917011261,0.12525837123394012,0.0,0.0,neutral,0.0,247,0.5,positive,"There's a lot of great progress in other areas too. Last month, we announced the launch of activity cards and search. Now when you search for a topic that youâ€™ve previously explode, you can quickly see very of already being and pick up where you left off. Thanks to our strengths in AI and Search, Google Lens uses your smartphone camera to help identify more than 1 billion products. So if you see an item that you like, Lens can show you similar designs, along with useful information like product reviews."
248,NEUTRAL,0.0030092301312834024,0.003467079484835267,0.9838237762451172,0.009699954651296139,0.20000000298023224,0.0,positive,0.488897,248,0.5,positive,"Yeah. And I think just to add on that, which is whether it's Minecraft or LinkedIn or many other acquisitions we've done as part of Azure, I think the key thing that we are very, very focused on is how do we make this culturally accretive, management times accretive as well as revenue. And that's where we are building good muscle and we'll continue on that."
249,POSITIVE,0.011625925078988075,0.0029138873796910048,0.480004221200943,0.5054560303688049,1.0,0.10000000149011612,positive,0.823168,249,0.8182659149169922,positive,"Microsoft is a clear leader in cloud security. Advanced AI reasons over hundreds of billions of signals each month to identify anomalies, automate detection and help customers respond to cyber threats. Just last week, we announced new value for customers, Microsoft Secure Score, Attack Simulator and Windows Defender ATP automatic detection and remediation capabilities, as well as a new open API for the Intelligent Security Graph."
250,POSITIVE,0.017763938754796982,0.0068961018696427345,0.2787298560142517,0.696610152721405,2.9000000953674316,0.5,positive,0.939022,250,0.979967474937439,neutral,Thank you. The next question is coming from the line of Karl Keirstead with Deutsche Bank. Please proceed with your question.
251,NEUTRAL,0.0038025868125259876,0.006085757631808519,0.961948573589325,0.028163112699985504,0.6000000238418579,0.0,positive,0.252189,251,0.5,positive,"Thanks. And just to start, Satya and team congrats on getting Microsoft to over 10% organic growth. That's a big achievement for a company at your scale, and it looks like you're expecting the same for the June quarter, so congrats. So I guess, my question is in the spirit of this, to Amy, on the overall growth margin trade-off as you look into fiscal 2019."
252,NEUTRAL,0.04621949419379234,0.11236788332462311,0.6079959273338318,0.23341667652130127,1.0,0.20000000298023224,positive,0.579333,252,0.5,neutral,"Amy, when I go back to the Analyst Day you had almost a year ago, I left thinking that your messaging was really that you were going to press on revenue growth and not on big margin leverage. So I'm just wondering as we look into fiscal 2019, is it correct to assume that that's a similar framework with the focus on top line growth and not to expect much in the way of overall improvement in gross margins? Thank you."
253,NEUTRAL,0.006219283677637577,0.003672798164188862,0.8951901197433472,0.09491782635450363,0.6000000238418579,0.0,positive,0.82557,253,0.8922979235649109,positive,"Thanks, Karl. Yes, I think that's a fair interpretation of my commentary both last year and this, which really speaks to consistency. I do believe that the market that which we are operating, the set of assets we've picked, the team we've built, the investments we made in our sales force, even some extent the acquisitions we've done, these are all showing up as top line revenue growth for us. You see it this quarter. You see it frankly in the guide. And I think your interpretation that our focus on being a growth company, even at our scale, is certainly the right interpretation."
254,POSITIVE,0.02552132122218609,0.0057452525943517685,0.2961941361427307,0.6725393533706665,1.899999976158142,0.30000001192092896,positive,0.800712,254,0.9089767932891846,neutral,Thank you. The next question is coming from the line of Walter Pritchard with Citi. Please proceed with your question.
255,NEUTRAL,0.025071676820516586,0.010066255927085876,0.9162874817848206,0.04857458919286728,1.7000000476837158,0.10000000149011612,positive,0.338887,255,0.7448443174362183,neutral,"Hi, Thank you. I'm wondering, maybe a combination of Amy and Satya, talk about the forward kind of view of Azure growth and how we should think about the drivers of that as we go into 2019. New customers existing consumption, premium services and I think we're growing at eye-popping rates right now. We saw that with Office 365 in the early days. How should we expect this business to sort of level out over time as I think it inevitably will as we look to next year?"
256,POSITIVE,0.008132310584187508,0.0009402039577253163,0.43720337748527527,0.5537240505218506,0.800000011920929,0.800000011920929,positive,0.669871,256,0.9073929786682129,positive,"Yeah and I'll start qualitatively. And it's true that we are at this point at scale on Azure and with very, very high growth rates. But as I said, I think the key things that we think about is differentiation of Azure at each level because that's what is super important for us as we compete in this marketplace and more importantly double down on areas of differentiation we have."
257,NEUTRAL,0.049630533903837204,0.09510720521211624,0.8370417952537537,0.018220428377389908,0.0,0.0,positive,0.815817,257,0.5,positive,"So the first thing is on the infrastructure side itself with the combination of the edge and the cloud I believe between Azure Stack and Azure as well as inclusive of our servers, we have the best crowd platform for what is going to be hybrid computing and we'll continue to push on that, so you'll see growth. It's just got a different margin profile."
258,POSITIVE,0.009360231459140778,0.0009136564331129193,0.3981753885746002,0.5915507674217224,0.5,0.0,positive,0.422517,258,0.5,positive,"We continue to see great momentum across our computing platforms, android and chrome. In Q4, we announced that android was officially support affordable phones that partners like Samson introducing their first portable devices this year. We see continued traction with manufacturer adoption of android auto. We recently announced new media and messaging features to significantly simplify and improve the car dashboard experience."
259,NEUTRAL,0.006933141965419054,0.0014646893832832575,0.6225262880325317,0.36907583475112915,1.7999999523162842,0.0,positive,0.612641,259,0.5,positive,Weve also built compliance capability directly into our cloud services. Thousands of organizations are using the recently launched Compliance Manager with new information protection scanner and built-in classification capability to help prepare for GDPR. Our comprehensive approach and proactive protection are one reason Coca-Cola chose Microsoft cloud for their digital transformation.
260,POSITIVE,0.009266961365938187,0.00044639984844252467,0.06866263598203659,0.9216240048408508,3.0,0.20000000298023224,positive,0.8553,260,0.8602786660194397,positive,"The layer above that is the place which we are very excited about. We've seen lots of consecutive quarters of growth in our higher-level services but we're now seeing some good scale. I, for the first time, talked about Cosmos DB. This was actually a database we just launched last year. I mean, I've been around databases for a long time. I've never seen a product that's gotten to this kind of scale this quickly."
