,AWSSentiment,AWSMixed,AWSNegative,AWSNeutral,AWSPositive,GCPmagnitude,GCPscore,IBMlabel,IBMscore,id,Azurescore,realSentiment,Text
64,POSITIVE,0.011336964555084705,0.00882833544164896,0.18674516677856445,0.7930895686149597,1.0,0.30000001192092896,positive,0.847961,64,0.9902711510658264,neutral,"Yes. Thank you. Good morning, guys."
65,NEUTRAL,0.002645112806931138,0.009292279370129108,0.9805804491043091,0.007482198998332024,0.4000000059604645,0.0,negative,-0.649881,65,0.8077048659324646,neutral,"Two questions. First, I was wondering, if you have any changes being contemplated to the incentive comp triggers for senior management as we approach the whole proxy time frame? Any changes to the PSU triggers that you're thinking about now?"
66,NEUTRAL,0.02201159857213497,0.1174863651394844,0.5844628810882568,0.276039183139801,0.10000000149011612,-0.10000000149011612,negative,-0.314041,66,0.8611249923706055,neutral,Nothing that we can reference this morning.
67,NEUTRAL,0.006695610471069813,0.019876748323440552,0.9652880430221558,0.008139539510011673,0.5,0.10000000149011612,positive,0.517572,67,0.8678860068321228,neutral,"Okay. And I was wondering, if you could talk about when you expect pricing to bottom and the transactional Power aftermarket? Or if it has already in your opinion? And how will that pricing now compares to maybe where it was a year ago?"
68,NEUTRAL,0.07048238813877106,0.08384780585765839,0.5340455770492554,0.3116241991519928,0.699999988079071,0.10000000149011612,positive,0.728667,68,0.5,neutral,"I think that's a question that depends on geography and it depends on the scope and the kinds of work, we're really looking to do with our customers. Over the last year, as we've talked about before as Scott has come in. He has really refocused our transactional group, to focus more on in some cases less scope but higher margin work as we do it. You know, it's a competitive market but even having said that that as we have our orders come in, we're seeing order CM or margin rate up in some cases 10, 12, 15 points on our order book and it's been consistently increasing throughout the year."
69,POSITIVE,0.1946871280670166,0.10897006839513779,0.22930221259593964,0.46704062819480896,2.799999952316284,0.10000000149011612,positive,0.709501,69,0.7714964151382446,neutral,"Now as Larry mentioned earlier on the call, we're not yet seeing all of that drop through primarily because of field execution issues and operational issues. But these are things that we believe are fixable. And over time as we really seek to increase our share in that book, it really capture the kind of work that we want to capture the higher margin work, the operational execution piece of that we think should flow through. But with the respect to the margin pressure generally, I should say pricing pressure, these are very competitive markets that have a lot of capacity. So I think that dynamic will continue as we go through the next couple of years and until the market levels out and until we see the capacity leveling out as well."
70,POSITIVE,0.016709184274077415,0.00370862171985209,0.21564981341362,0.7639323472976685,0.800000011920929,0.10000000149011612,positive,0.797659,70,0.7990074157714844,neutral,"I know, we ran out of time before we could get to everyone in the queue. So you can reach me and my team through the day. But I want to thank everybody for joining us. The replay of today's call will be available this afternoon on our Investor website. Thank you."
71,NEUTRAL,0.0011759925400838256,0.00030691787833347917,0.9600556492805481,0.038461506366729736,2.0999999046325684,0.5,positive,0.873433,71,0.8249341249465942,positive,"Our audit committee also announced that they will move forward with the tender process for the appointment of GE's independent audit firm. And finally, we announced our plan to combine the digital businesses into an independently operated IoT Software business with employee equity a separate Board and the ability to raise capital and operate like a start-up. We're on the precipice of something great. We're getting a 100 years of domain and hardware expertise and growing out of our digital DNA over the last several decades."
72,POSITIVE,0.001841217395849526,0.000530083489138633,0.05574455112218857,0.9418841600418091,0.20000000298023224,0.0,positive,0.67792,72,0.9825260043144226,neutral,"Thank you. Ladies and gentlemen, this concludes today's conference. Thank you for joining. You may now disconnect."
73,NEUTRAL,0.01667749509215355,0.007047015707939863,0.9233555197715759,0.052919913083314896,2.799999952316284,0.10000000149011612,positive,0.605563,73,0.9285975098609924,neutral,"As my friend, Jim Collins of ""good-to-great"" fame might say, it's a start. But we have much more work to do. So let me now share with you, how I've talked with our team about how we will do it. Number one, is managing first and foremost for operational performance. Preparing for the earnings call, my first month on the job showed me that we often start with corporate and bring in the business leaders including the CEO later. We turned that around this quarter holding operating reviews first and then preparing for this call. Those reviews were tightly focused on the how we can do and how do we get better, more so than how do we explain what just happened. Let me give you an example."
74,POSITIVE,0.0017830668948590755,0.0003182556538376957,0.30167192220687866,0.6962267160415649,0.699999988079071,0.20000000298023224,positive,0.880555,74,0.9805588722229004,neutral,"Thanks, Brandon and good morning and welcome to GE's Fourth Quarter Earnings Webcast. I'm joined by our Chairman and CEO Larry Culp; and CFO, Jamie Miller. Before we start, I'd like to remind you that the press release, presentation and supplemental have been available since earlier today on our investor website at www.ge.com\/investors."
75,NEUTRAL,0.010436225682497025,0.022710518911480904,0.7237212657928467,0.24313196539878845,0.8999999761581421,0.10000000149011612,positive,0.992897,75,0.7904646396636963,positive,"Previous P&L reviews focused on revenue, contribution margin and base cost and then, of course, operating profit. The same high-level framing I saw on the Board room. No more. We now get into much more operating detail, volume, price, mix, material and labor productivity overhead and operating expenses like R&D sales and marketing and G&A, all of which are critical to understanding and then improving the business."
76,NEGATIVE,0.060084495693445206,0.3584546446800232,0.28100186586380005,0.30045899748802185,1.0,0.20000000298023224,positive,0.601123,76,0.5,neutral,"The second is a focus on putting our customer at the center of all we do. Over the past few months, I've spent time with our customers in China, the Middle East, Europe and here in the US. I've learned that what they value is not always aligned with how we measure our own performance."
77,NEUTRAL,0.16047701239585876,0.17507506906986237,0.3577396273612976,0.30670836567878723,1.100000023841858,0.0,positive,0.736514,77,0.2531828284263611,neutral,"Take quality. When I ask about quality internally, I often hear about our cost of quality, which measures our issues rather than how the customer experiences us. We're shifting our perspectives so that we understand and measure ourselves the way customers do and work backwards from there. The third area is having fewer and more impactful priorities. GE has ambition like no other company I've ever seen and that's mostly a good thing but we need to focus our attention to more of the things that matter most, so we can move them the furthest."
78,NEUTRAL,0.002576226368546486,0.0029331007972359657,0.937931478023529,0.056559205055236816,1.600000023841858,0.10000000149011612,positive,0.637808,78,0.5,neutral,"At a company level, we've committed to the two priorities I mentioned earlier: Deleveraging the balance sheet and strengthening the businesses starting with Power. I'd now like to address some of the areas of importance that are high on my priority list. First, our high-level financial results. We ended the year with adjusted EPS of $0.65. GAAP EPS of negative $2.43 and industrial free cash flow of $4.5 billion. Our backlog stands at $391 billion up 5% year-on-year with equipment at $89 billion up 4%; and service at $302 billion up 5%."
79,NEUTRAL,0.005409792996942997,0.006807447876781225,0.6017178893089294,0.3860648572444916,0.699999988079071,0.10000000149011612,positive,0.68189,79,0.7698734402656555,neutral,"For the fourth quarter, our industrial free cash flow was $4.9 billion. While cash flow was negatively impacted by the weakness in Power, we were encouraged by the strong cash generation in the other businesses. We delivered adjusted EPS of $0.17 and GAAP EPS of $0.08. Jamie will take you through all this in more detail in a moment."
80,NEUTRAL,0.0013893676223233342,0.003205474466085434,0.9924308657646179,0.0029742855112999678,0.800000011920929,0.10000000149011612,positive,0.36899,80,0.7176162004470825,neutral,"Next to the balance sheet. As I've stated already, we are reducing our debt levels both at Industrial and GE Capital. We know full well that our shareholders own all debt obligations across GE but these are two distinct sets of businesses with different financing needs and different capital structures and therefore we analyze their leverage separately. In industrial, we are targeting a net debt-to-EBITDA ratio of less than 2.5x over the next few years."
81,NEUTRAL,0.018154194578528404,0.01020572055131197,0.7938474416732788,0.17779269814491272,1.5,0.0,positive,0.658516,81,0.5,neutral,"Our Healthcare, transportation and BHGE separations can provide sources of roughly $50 billion toward that goal. Our Healthcare team continues to prepare for public company separation and that is progressing very well. We expect to monetize up to just under 50% of our Healthcare business. I talked earlier to the GE Transportation merger with Wabtec and the amended terms to increase our cash proceeds and we will sell down our remaining 50% ownership in BHGE in an orderly manner over time building on the actions, we took in November."
82,NEUTRAL,0.0037795088719576597,0.006384548265486956,0.9488848447799683,0.04095109924674034,0.30000001192092896,0.0,positive,0.562226,82,0.5,positive,"Overall our liquidity position remains strong with $16.8 billion of industrial cash and funding lines of $40 billion. Now on capital, we are targeting a debt-to-equity ratio of less than 4x by 2020. In 2018, we paid down capital's external debt balance by $21 billion and we executed $15 billion in asset sales at book more than half of our $25 billion asset disposition program. Capital ended the year with a $124 billion of assets including $15 billion of liquidity in line with our goal to materially shrink this business."
83,NEUTRAL,0.006975769996643066,0.00836532935500145,0.9630217552185059,0.02163718082010746,1.2000000476837158,0.10000000149011612,positive,0.36208,83,0.8583972454071045,neutral,"To be clear, we have no plans to sell GECAS. We expect to contribute approximately $4 billion of parent support in 2019. We've listened to you on the insurance front and we're preparing increased disclosures in line with peers, which will be available with our 10-K release. Jamie will cover some of that detail shortly. And then finally on Power. Let me share with you the root causes of our underperformance as I see them today and the actions we're taking to address each one."
84,NEUTRAL,0.00582479452714324,0.000912953750230372,0.9356276988983154,0.057634517550468445,0.800000011920929,0.20000000298023224,positive,0.597611,84,0.5,negative,"First as I said, last quarter we were late to embrace the realities of the secular and cyclical pressures in the business. Recent data suggests that the market for new generating capacity is settling in to the 25 to 30 gigawatts range for the foreseeable future. We continue to believe gas will play an important role in global electrification but we have to resize our cost structure, our capital expenses and our supply chains to this new reality now."
85,NEUTRAL,0.003723395522683859,0.0008173070382326841,0.6455880999565125,0.3498711585998535,1.2000000476837158,0.6000000238418579,positive,0.953289,85,0.824955940246582,neutral,"Please note that some of the statements we are making today are forward looking and are based on our best view of the world and our businesses as we see them today. As described in our SEC filings and on our website, those elements can change as the world changes."
86,NEUTRAL,0.014674595557153225,0.10560954362154007,0.8627421259880066,0.016973750665783882,1.600000023841858,0.0,positive,0.32826,86,0.5,neutral,"As a result last year, we reduced headcount by 10,000 or 15% in the business, consolidated our footprint by 30% and took out $900 million of base cost exiting at a $1 billion lower run rate. Embracing market reality means a more appropriate revenue outlook, one that is further grounded in the reality of our $92 billion backlog rather than in the hope of new orders not yet won. Second Power faces a number of nonoperational headwinds and we expect a high water mark in this regard this year. These include legal settlements and legacy project erosion principally driven by the Alstom acquisition. There's also the runoff of the effects of past long-term receivables factoring and other programs."
87,NEUTRAL,0.046681907027959824,0.41071203351020813,0.5174509882926941,0.02515510842204094,1.600000023841858,0.30000001192092896,positive,0.687204,87,0.9200059175491333,neutral,"Over the next few years, these effects should come down substantially. Third, we need to execute better. Running Power better means improved daily management in how we sell make and service our products. Let me give you a few examples. We had separate teams of managers commissioning new plants owning a warranty period and overseeing the services contracts after the warranty."
88,NEUTRAL,0.02128736488521099,0.013112151995301247,0.7872316241264343,0.17836883664131165,1.600000023841858,0.20000000298023224,positive,0.763736,88,0.706352710723877,positive,"Now, we present one face to the customer, who is accountable for the best long-term economic answer both for the customer and GE. We put the sales organization under one leader with deep domain expertise and are coordinating better on contract negotiations. We now have more experienced people, owning negotiations and responsible for project cost. We performed risk assessments of our existing 400 equipment contracts to identify cost and execution risks. We also performed a similar assessment on the 750 CSA contracts to identify price and utilization risk."
89,POSITIVE,0.08784232288599014,0.003926527686417103,0.08292835205793381,0.82530277967453,1.5,0.5,positive,0.718678,89,0.886552095413208,positive,"We have overhauled our commercial underwriting processes to set more realistic commitments and returns from the start. This is hard work but I'm encouraged by the Power's team's dedication to proactively address these issues at their root cause. Fixing Power will take time and in turn will take time for the changes, we're making to our daily operations to be reflected in our financial results but we are improving and I'm confident that those changes will come."
90,POSITIVE,0.004302809480577707,0.0003651546430774033,0.3986299932003021,0.5967021584510803,1.2999999523162842,0.0,positive,0.505564,90,0.708411455154419,positive,"As I've met with customers around the world, I'm really been struck by their sentiment. They're rooting for us. They want us to succeed and they want to know how they can help. So in summary, we're taking action, taking action on the priorities we laid out to you, deleveraging our balance sheet and strengthening our businesses starting with Power."
91,NEUTRAL,0.011561925522983074,0.023665545508265495,0.5457231402397156,0.41904935240745544,0.6000000238418579,0.6000000238418579,neutral,0.0,91,0.8723127841949463,neutral,Jamie will now take you through the detailed financial results.
92,NEUTRAL,0.005267744418233633,0.011290733702480793,0.5623577833175659,0.4210837483406067,1.399999976158142,-0.10000000149011612,positive,0.857825,92,0.8336198329925537,neutral,"Thanks. Larry. I'll start with the fourth quarter summary. Orders were $34.1 billion down 1% reported and up 4% organically with particular strength in equipment orders up 7% organically driven by aviation commercial engines and renewables. The services orders were up 1% organically. Revenues were up 5%, industrial segment revenues were up 2% reported and 8% organically driven by renewables Aviation Oil & Gas Healthcare and Transportation."
93,NEUTRAL,0.0008341930224560201,0.0013877697056159377,0.9841264486312866,0.013651538640260696,2.0999999046325684,0.0,positive,0.551181,93,0.5,neutral,"Equipment revenues grew 10% and services were up 6% organically. Industrial profit margins were 7.5% in the quarter down 150 basis points year-over-year on a reported and organic basis driven by significant declines in Power and Renewables. For the year, margins were down 80 basis points organically. Industrial profit was down 16% in the quarter with Aviation, Healthcare and Baker Hughes GE all delivering strong profit growth offset mostly by Power. Specifically Aviation had another outstanding quarter and year expanding total year margins while shipping over 1,100 LEAP engines. Net earnings per share was $0.07, which includes losses from discontinued operations related to GE Capital. GAAP continuing EPS was $0.08 and adjusted EPS was $0.17."
94,NEUTRAL,0.0035293102264404297,0.021191881969571114,0.9701199531555176,0.005158856511116028,1.2999999523162842,0.0,positive,0.358464,94,0.5,neutral,"I'll walk the GAAP continuing EPS to adjusted EPS on the right side of the page. Starting from GAAP. Continuing EPS was $0.08 and we had $0.06 of gains principally from the sale of Distributed Power. As you will recall in the third quarter, we booked the $22 billion impairment charge related to Power goodwill based on our best estimate at that time. And during the fourth quarter, we finalized our analysis and booked an incremental $69 million charge for Power following the third quarter charge. We also recorded a goodwill impairment charge of $94 million in renewables at our Hydro business. Combined these charges were $0.02 impact. On restructuring and other items, we incurred $0.07 of charges principally at Corporate and Power as we continue to resize those segments in line with our stated plan including $0.02 of charges related to business development transaction expenses and $0.01 for our share of Baker Hughes GE's restructuring."
95,NEUTRAL,0.01382371410727501,0.3661055266857147,0.6149393916130066,0.005131375044584274,0.5,0.0,negative,-0.573942,95,0.20650196075439453,neutral,"Lastly, we realized a $0.01 negative impact from US tax reform as we updated our estimate of the transition tax and other aspects of the enactment of the new law. Our current accrual reflects the effects of tax reform enactment based on guidance issued through year-end. Excluding these items adjusted EPS was $0.17 in the quarter."
96,NEUTRAL,0.016904357820749283,0.27670231461524963,0.6608938574790955,0.04549951106309891,0.0,0.0,neutral,0.0,96,0.7498986721038818,neutral,"And now, I'll turn the call over to Larry"
97,NEUTRAL,0.0012616395251825452,0.006132860668003559,0.9670287370681763,0.025576811283826828,0.10000000149011612,0.0,positive,0.598259,97,0.5,neutral,"Moving to cash, adjusted industrial free cash flow was $4.9 billion for the quarter, $1.9 billion lower than the prior year driven primarily by a lower progress collections. Income depreciation and amortization totaled $2.3 billion. Working capital was positive $2.3 billion for the quarter as we reduced over $1 billion of inventory on a higher fourth quarter volume and grew progress collections by $500 million primarily in renewables from strong PTC-driven orders."
98,NEUTRAL,0.005138414911925793,0.011039858683943748,0.9691248536109924,0.014696884900331497,0.699999988079071,0.0,positive,0.850168,98,0.5,neutral,"Contract assets were a source of cash of $900 million as we saw higher services billings in aviation driven by higher fleet utilization and spare parts consumption from strong air traffic and we spent about $1 billion in gross CapEx or $600 million ex-Baker Hughes GE. For the year, we generated $4.5 billion of adjusted industrial free cash flow and we ended the year with higher volume in the fourth quarter as is typical for our businesses. And to provide you with more detail, Power used $2.7 billion in free cash flow for the year due to a combination of restructuring costs, nonoperational headwinds as well as execution and market issues."
99,NEUTRAL,0.000862479442730546,0.0019868994131684303,0.9871129393577576,0.010037804022431374,1.2999999523162842,0.10000000149011612,negative,-0.29354,99,0.5,neutral,"Next, I'll cover liquidity. On the left side of the page, you can see the walk of the GE cash balance. We ended the fourth quarter with $16.8 billion of industrial cash in the bank excluding Baker Hughes GE. And for the total year, we had industrial free cash flow of $4.5 billion. We paid dividends of $4.2 billion and as of the first quarter of 2019, you'll recall that the dividend is decreasing to $0.01 per share per quarter, which will preserve about $4 billion of cash in 2019. We generated cash proceeds of $5.9 billion net of taxes related to our industrial disposition principally Industrial Solutions, Value-Based Care and Dis Power. And together with Wabtec that gets to the more than $10 billion we had talked about previously."
100,NEUTRAL,0.0008625446353107691,0.0005422654212452471,0.986659049987793,0.011936184018850327,0.30000001192092896,0.0,positive,0.539256,100,0.5,neutral,"Earlier in the year, we assumed $6 billion of debt from GE Capital to fund the principal pension plan, which was completed in the third quarter. Alstom and GE exercised their JV redemption rights and call options, which we settled for $3.1 billion in the fourth quarter. These entities operate at a loss. So the consolidation of 100% of the financials negatively impacted fourth quarter and will be an income headwind for us of about $300 million in 2019. We also completed a secondary offering for approximately 100 million Baker Hughes GE shares as well as a direct stock buyback with Baker Hughes GE for 65 million shares bringing our ownership stake to 50.4% in the fourth quarter."
101,NEUTRAL,0.0006367661408148706,0.0007313531241379678,0.9905675053596497,0.008064458146691322,0.4000000059604645,0.0,negative,-0.44759,101,0.5,neutral,"These actions combined with other Baker Hughes GE buybacks during the year totaled $4.4 billion in cash proceeds. The $2.5 billion of other cash includes a number of items including about $900 million of investments in our Aviation business primarily from the first half of the year; $900 million of short data derivative hedge settlements that we used to mitigate risks across the portfolio; and $400 million of FX translation on our non-US dollar-denominated cash. Running with a higher cash balance will help us address inter-quarter funding needs. In line with our goal to reduce reliance on short-term funding, peak short-term funding needs declined from $19.7 billion in the fourth quarter of '17 to $14.8 billion in the fourth quarter of '18. These were funded with commercial paper and some utilization of our credit facilities."
102,NEUTRAL,0.01381638739258051,0.09155527502298355,0.8798040747642517,0.01482425443828106,1.2000000476837158,-0.20000000298023224,positive,0.372037,102,0.785094141960144,neutral,"As we execute dispositions in 2019, we expect our intra-quarter funding needs to continue to decline and would expect to use a mix of commercial paper, credit facilities and excess cash at GE Capital to efficiently fund these needs. At the end of the year, commercial paper outstanding was $3 billion and we had access to $40 billion of committed revolving credit facilities with zero drawn. These lines are available to draw at any time and they don't have financial covenants ratings triggers or material adverse change clauses. As you know, our credit rating was downgraded from A to BBB+ with a stable outlook in early fourth quarter."
103,NEUTRAL,0.017117073759436607,0.05373785272240639,0.5516356825828552,0.37750938534736633,1.2999999523162842,0.6000000238418579,positive,0.77295,103,0.8229788541793823,positive,This impact has been manageable with less than $15 million of collateral postings and a smooth transition to a Tier two commercial paper program. We continue to target a sustainable rating in the single A range.
104,NEUTRAL,0.011205494403839111,0.040358252823352814,0.9174259305000305,0.0310103427618742,0.5,0.10000000149011612,positive,0.930456,104,0.5,neutral,"Now, I'll take you through financial policy and leverage. We remain committed to our financial policy of a target single A rating a leverage level of less than 2.5x net debt-to-EBITDA and ultimately a dividend level in line with our peers. Deleveraging both GE and GE Capital is a priority and we have significant sources to achieve our goals."
105,NEUTRAL,0.00195897975936532,0.006588454358279705,0.9868653416633606,0.004587240517139435,1.2000000476837158,0.0,positive,0.732993,105,0.5,neutral,"As Larry mentioned, we view these businesses differently with different balance sheets and capital structure needs and therefore we analyze their leverage separately. Our goal is leverage for the GE industrial businesses of less than 2.5x net debt-to-EBITDA. We plan to make significant progress toward this goal by the end of 2020 and as a reminder when we speak about net debt, we're talking about debt adjusted for pensions, operating leases and a portion of preferred stock and cash. Measured on this basis, GE Industrial net debt at the end of 2018 was $55 billion. As we look out over the next couple of years, we expect to have roughly $50 billion of industrial sources that can be used to delever and derisk the company."
106,NEUTRAL,0.0005975493113510311,0.001854522037319839,0.9921445250511169,0.005403355695307255,0.800000011920929,0.20000000298023224,positive,0.366216,106,0.5,neutral,"These sources include $18 billion of debt and pension transfer to Healthcare and more than $30 billion of cash proceeds from the monetization of up to just under 50% of Healthcare, 100% of our remaining stake in Baker Hughes GE and our stake in transportation. These sources will be used in part to reduce GE net debt by more than $30 billion including repaying a significant part of the $14 billion of debt transferred from GE Capital and reducing commercial paper. The parent also plans to contribute $4 billion to GE Capital in 2019 to maintain adequate capital levels there."
107,POSITIVE,0.010136116296052933,0.0009293446782976389,0.032289084047079086,0.9566454887390137,1.7999999523162842,0.30000001192092896,positive,0.850653,107,0.9805533289909363,neutral,"Thank you, Steve. Good morning, everyone. And thank you for joining us. Our comments are going to be a bit longer than usual this morning to help you understand where we are and where we're going. But rest assured, we'll leave as much time as we can for questions at the end."
108,NEUTRAL,0.0013329763896763325,0.007707131095230579,0.9895949959754944,0.0013649177271872759,0.6000000238418579,-0.10000000149011612,negative,-0.566296,108,0.5,positive,"At GE Capital, we have a plan to reduce our debt to equity ratio to less than 4x by the end of 2020. GE Capital began the quarter with $70 billion of debt and ended with $66 billion while our total assets measure $124 billion. For the year, we made significant progress at GE Capital paying down $21 billion of external debt, taking down leverage by 1.4 turns including reducing commercial paper from $5 billion to zero."
109,NEUTRAL,0.002069392940029502,0.0059013222344219685,0.9906116127967834,0.001417693099938333,0.30000001192092896,0.0,positive,0.448519,109,0.5,neutral,"GE Capital ended 2018 with $15 billion of liquidity. Over the next two years, we expect to generate additional sources of cash from asset sales, including $10 billion in 2019 from completing our GE Capital $25 billion asset reduction plan. We'll have cash from the pay down of most of the debt transferred to GE and capital support from GE. We have reached an agreement in principle on WMC that we expect to conclude expeditiously. And in 2019 and 2020, GE Capital will pay down $25 billion of scheduled debt maturities and continue to contribute about $2 billion per year of capital to our insurance businesses as previously disclosed. We now don't expect to issue new debt until 2021."
110,NEUTRAL,0.0009642611257731915,4.504970274865627e-05,0.9334632158279419,0.06552751362323761,0.5,0.0,positive,0.834997,110,0.5,neutral,"We are planning approximately $4 billion of capital contributions to GE Capital in 2019. This includes $1.5 billion for the WMC agreement in principal announced today and ensuring we have adequate risk-based capital levels for our current portfolio. Going forward, we anticipate funding any insurance capital requirements or strategic options through a combination of GE Capital earnings, asset sales, liquidity and GE parent support. While we have more work to do, we continue to make progress in strengthening the balance sheet."
111,NEUTRAL,0.015815844759345055,0.10948626697063446,0.8533225655555725,0.021375339478254318,2.700000047683716,0.0,negative,-0.479538,111,0.5,negative,"Next on Power. Orders were down 19% in the quarter. Gas Power Systems orders were down 26%. For the year, Gas Power Systems orders were down 40%. We ended the year with a $9 billion backlog, which was down 8% year-over-year. This is consistent with our outlook for a 25 to 30 gigawatt market for the foreseeable future. Power Services orders were down 20%. Steam orders were up 61% and grid orders were down 13% for the year. Power revenue was down 25%. Gas Power Systems revenues were down 21%. Power Services revenue was also down 21%. During the quarter, we took $400 million of charges related to our CSA contracts, which impacts revenue. Excluding these charges Power Services revenue was down 11%. Steam revenue was down 30% on lower America's and Europe volume and grid was flat."
112,NEUTRAL,0.00668833963572979,0.02320285327732563,0.8841955661773682,0.08591324090957642,0.20000000298023224,0.0,positive,0.713062,112,0.7599501609802246,negative,"Moving to profit. The segment loss $872 million in the fourth quarter. We performed our normal CSA reviews and while total utilization on the book is flat, we have seen lower utilization on some of our units in some geographies and some pricing pressure in contracts relative to ongoing market dynamics and we updated our assumptions to reflect a revised outlook in these areas."
113,NEUTRAL,0.048717230558395386,0.45895764231681824,0.48611581325531006,0.006209290586411953,1.2999999523162842,0.0,positive,0.38557,113,0.25559231638908386,neutral,"In addition, we had our normal cost standard updates, which included updates to our cost standards including the impact of the stage-one blade issue as expected. This resulted in the $400 million of charges that I previously mentioned. In addition, we also incurred about $350 million of costs related to Gas Power Systems projects. Similar to the third quarter, we continue to experience project execution issues resulting in liquidated damages as well as partner execution issues. Grid profit was down year-over-year impacted negatively by the buyout of the Alstom share of the JV."
114,NEUTRAL,0.009179199114441872,0.009178328327834606,0.5679267048835754,0.41371577978134155,2.4000000953674316,0.20000000298023224,positive,0.806666,114,0.5,neutral,"These items had a significant impact on Power's results and overall, we see the heavy duty gas turbine market is flat over the next few years and see significant opportunity to improve our own execution. Next on Aviation, which had another great quarter. Orders of $8.8 billion were up 12%. Equipment orders grew 20%, driven by continued strong momentum of the LEAP engine program up 56% versus prior year. Military engine orders were up 69% driven by the F414 and service orders grew 7%. Revenues of $8.5 billion grew 21%. Equipment revenues were up 13% on higher commercial engine partially offset by lower military volume."
115,NEUTRAL,0.0005459365784190595,0.0003160808118991554,0.9754753708839417,0.02366258203983307,1.2999999523162842,0.10000000149011612,positive,0.772636,115,0.5,neutral,"Specifically, we shipped 379 LEAP engines this quarter up 177 units year-over-year. And in total, we shipped 1,118 LEAP engines for the year. We're still behind on deliveries by about four weeks but the business expects to be back on schedule by mid-2019. Services revenue grew 26% with spares rate up 10% driven by higher fleet utilization and spare parts consumption from strong air traffic. Segment profit of $1.7 billion was up 24% on higher volumes, improved price and operating productivity and compared to the fourth quarter of last year, we shipped almost 90% more LEAP engines."
116,NEUTRAL,0.04166540130972862,0.019403446465730667,0.784024715423584,0.15490640699863434,1.899999976158142,0.0,positive,0.806079,116,0.5,positive,"Despite the negative mix from higher LEAP shipments operating profit margins of 20.4% expanded 60 basis points in the quarter and 130 basis points for the year. The LEAP engine continues to perform very well with a 58% win rate on the A320neo family and 81% win rate in the narrow-body segment when you add in Boeing 737 MAX and Comac C919. Utilization rates are over 95%. We continue to improve the cost position of the LEAP and over the last two years, we've taken out more than 40% of the cost of the engine and are ahead on the learning curve initially laid out for the program. The overall program will break even around 2021."
117,NEUTRAL,0.008934861980378628,0.013034249655902386,0.8738372921943665,0.10419362783432007,2.0,-0.10000000149011612,positive,0.925337,117,0.5,positive,"Now, I'll provide some additional transparency on the engine transition in the narrow-body market. The mixing from CFM56 to LEAP resulted in a margin drag of approximately 160 basis points in 2018 and 130 basis points in the quarter. The business is successfully offsetting this margin pressure through continued growth in aftermarket services, military and changing the mix of company-funded R&D spend. In summary, another strong year for David and the aviation team. In renewables, renewables orders were up 19% versus prior year driven by onshore equipment up 9% and services up 32% on strong repower units."
118,NEUTRAL,0.007604212500154972,0.0030556595884263515,0.8106261491775513,0.17871396243572235,2.4000000953674316,0.20000000298023224,positive,0.70147,118,0.9092883467674255,positive,"First, I'd like to start by welcoming Steve to the GE team. I've known him for over a decade. Steve's already had positive impact here at GE and I'm sure, he'll do the same for you, our investors going forward. I'm here today because I believe in GE. There is no company on earth with a scale of GE's global reach, brand, talent and long-term customer relationships. We have leading technology in key infrastructure markets with high barriers to entry and strong aftermarket streams. We're poised to capture recurring revenues on a global installed base of almost 70,000 engines more than 70 -- 7,000 gas turbines and aero-derivatives, more than 40,000 onshore wind turbines and more than 4 million Healthcare Systems. In short, GE matters. We've identified clear opportunities to improve our performance and we are working to address them at root cause."
119,NEUTRAL,0.009940462186932564,0.022309502586722374,0.9183050394058228,0.049445051699876785,1.2000000476837158,-0.30000001192092896,positive,0.345362,119,0.5,neutral,"We shipped 44% more megawatts and onshore wind and saw strong orders bookings 3 gigawatts in the fourth quarter and 8.6 gigawatts for the year and we gained share. Revenues of $3.4 billion were up 28% mainly driven by onshore wind up 34% on both higher new unit shipments and repowering volume. Segment margin of 2% was down 330 basis points for the quarter and profit of $67 million was down 51% mainly driven by negative price, liquidated damages for execution delays on a handful of complicated projects including some legacy Alstom projects and higher losses in hydro and offshore as we began fully consolidating these entities in the fourth quarter."
120,NEUTRAL,0.016395965591073036,0.021363843232393265,0.8594915866851807,0.10274861752986908,1.2000000476837158,0.20000000298023224,positive,0.401581,120,0.11276257038116455,positive,"The consolidation presented a headwind of about 220 basis points. Recall that we had to book loss reserves at the time of the Alstom deal and we continue to burn through the negative cash flow impact of those projects. The business has seen favorable cash tailwinds from the PTC cycle, pricing is improving and we continue to see strong product cost reduction and while we're seeing some adverse impacts from tariffs, we're working to mitigate them with pricing and supply chain actions."
121,NEUTRAL,0.011490208096802235,0.2890215218067169,0.6798688769340515,0.019619405269622803,0.30000001192092896,0.0,positive,0.324616,121,0.5,neutral,"For Healthcare, orders of $5.8 billion were up 2% organically. On a product line basis, Life Sciences orders were up 13% organically with bioprocess up 20%. Healthcare Systems orders were down 1% organically, which was about what we expected as we were comping a very strong fourth quarter in 2017."
